PublicationID	PublicationYear
31413114	2019
32568518	2020
37916305	2023
34752599	2022
39494007	2024
33524394	2021
36319620	2022
33181828	2021
35643319	2022
36359404	2022
38415261	2024
34330716	2021
35128350	2022
35481653	2022
34230894	2021
37082021	2021
32856232	2021
PMC10912048	2024
37591900	2023
37029319	2023
36218140	2022
PPR295058	2021
36173157	2022
29259178	2017
38828157	2024
35605029	2022
37376205	2023
39482529	2024
33923088	2021
33718732	2021
34522857	2021
38032197	2023
36194676	2022
37405395	2023
32235546	2020
39762311	2025
33532909	2021
38396879	2024
39054545	2024
34829430	2021
33188360	2020
35652658	2022
31581624	2019
34366717	2021
33690096	2021
34557761	2021
34083615	2021
37122454	2023
30232710	2019
PPR250050	2020
33053158	2020
36282922	2022
39622899	2024
30378558	2018
34414884	2021
32782308	2020
33257730	2020
36281340	2023
30566278	2019
37050555	2023
36975371	2023
38998965	2024
31664082	2019
36305765	2022
37713088	2024
37366983	2023
29865255	2018
33141837	2020
36835602	2023
35982053	2022
33804612	2021
36097003	2022
35217618	2022
36634847	2023
35948939	2022
37173421	2023
36396691	2022
40109505	2025
30647878	2018
31740695	2019
33098838	2021
34375000	2021
32882943	2020
37109384	2023
35628247	2022
PPR258068	2020
33494276	2021
36942068	2022
34832326	2021
35862785	2022
34001523	2021
38261820	2024
PPR434185	2021
35632371	2022
34295320	2021
34779708	2021
39859562	2025
32184971	2020
37633268	2023
38095474	2024
PPR845806	2024
35363605	2022
32817341	2020
38285932	2024
37935665	2023
37858532	2023
35964029	2022
37492588	2023
37339225	2023
35080151	2022
32376620	2020
38664416	2024
37641404	2023
PPR151395	2020
38451295	2024
39234811	2024
35601913	2022
35462917	2022
37849799	2023
35361822	2022
PPR426303	2021
36424623	2022
37833243	2024
39038605	2024
35813873	2022
37943512	2023
38533646	2024
37361875	2023
36615347	2022
35558112	2022
35049124	2022
28881300	2017
36805027	2023
27519292	2016
32218192	2020
38385442	2024
34093588	2021
36861067	2023
33603979	2021
32877516	2021
30766656	2019
38265424	2024
39776856	2025
35028691	2022
35401188	2022
38898281	2024
PPR684384	2023
37219999	2023
30213185	2018
36697978	2023
PPR224494	2020
36827371	2023
33451117	2021
30683104	2019
PPR306315	2021
37478177	2023
37395448	2023
38987287	2024
36385678	2023
37970806	2023
36153317	2022
37250171	2023
35659040	2022
30264520	2018
35420136	2022
37589886	2023
34578291	2021
32294506	2020
34732331	2021
31835851	2019
38632492	2024
PPR577247	2022
37293657	2023
29932110	2018
30700733	2019
34166457	2021
33932228	2021
PPR151394	2020
37782247	2023
PPR552769	2022
30023904	2018
36936178	2023
34562701	2021
38149276	2023
37868317	2023
34215035	2021
30168023	2019
30967850	2019
33335255	2020
38112468	2024
36551742	2022
38939106	2024
39477939	2024
35517864	2022
34542333	2021
38573861	2024
34064358	2021
37736639	2023
PPR287265	2021
38240457	2024
31201791	2019
35971553	2022
31835532	2019
38104184	2023
37858538	2023
38331430	2024
32073836	2020
35257659	2022
PPR498137	2022
39697243	2024
34451980	2021
30670920	2019
33033363	2020
33849056	2021
37622871	2023
36108630	2022
35385751	2022
39237366	2024
33009420	2020
34858949	2021
33974269	2021
39727890	2024
35599623	2022
34461092	2021
27520501	2017
31289181	2019
36068204	2022
PPR440453	2022
38041163	2023
38368459	2024
30792535	2019
33613853	2021
32678833	2020
37287876	2022
30990022	2019
32544667	2020
35793468	2022
31737833	2019
35013235	2022
37965342	2023
32920841	2021
32043806	2020
37407547	2023
30558384	2018
36727218	2023
35212547	2022
29679766	2018
27853674	2016
38961245	2024
39141352	2024
39412695	2024
37646042	2023
PPR610005	2023
38336934	2024
36213534	2022
35784361	2022
33383846	2020
36779633	2023
38338396	2024
36991534	2023
24444880	2014
37513905	2023
37573354	2023
28110167	2017
33490919	2021
PPR394176	2021
33827953	2021
34575413	2021
37601380	2023
36740997	2023
31844685	2019
38322011	2023
35447734	2022
27327906	2016
34679001	2021
39085064	2024
34712402	2021
35202655	2022
33239452	2021
35977663	2022
34820557	2022
35720381	2022
36317676	2022
35516259	2020
34252269	2022
34236361	2021
29770338	2018
38336680	2024
PPR789123	2024
36735789	2023
39309689	2024
33499337	2021
38033733	2023
35418465	2022
38375509	2024
35699375	2022
37823645	2023
36938545	2023
37013189	2023
PPR653176	2023
35012652	2022
36793435	2023
37284439	2023
33326152	2021
38107416	2023
36445700	2022
36622182	2023
35547682	2018
37056925	2023
34834044	2021
36341575	2023
34692699	2021
38479359	2024
PPR472157	2022
35976745	2022
37522322	2023
38424120	2024
35482905	2022
37315680	2023
30721669	2019
38923049	2024
38709934	2024
35578732	2022
36976017	2023
33659346	2020
PMC10804243	2024
PPR589433	2022
31544851	2019
33937099	2021
32929349	2020
37074066	2023
33881872	2021
35952394	2022
31077819	2019
PPR671268	2023
34484871	2021
38333067	2024
33073996	2021
35575535	2022
PPR372615	2021
34140355	2021
37651426	2023
39066313	2024
35426976	2022
32031736	2020
33097752	2020
36723609	2023
36591595	2022
36232599	2022
PPR606575	2022
PPR437945	2021
37978368	2023
34276942	2021
28180310	2017
38689027	2025
31323851	2019
34335518	2021
37275542	2023
38349008	2024
PPR374998	2021
32906637	2020
29939294	2018
32300857	2020
37824334	2023
36321566	2023
37366997	2023
32901320	2020
32853604	2020
36529290	2023
PPR638885	2023
33329601	2020
29228779	2018
34711143	2021
37783727	2023
34545159	2021
33903632	2021
34589386	2021
36581692	2022
34036206	2021
34605137	2021
34665969	2021
32295120	2020
32979436	2020
29423452	2017
34074219	2021
38753770	2024
34803710	2021
36227917	2022
34221964	2021
33941851	2021
30476241	2019
30189238	2018
36430492	2022
32056048	2020
39467056	2024
32647405	2020
32817216	2020
35977491	2022
35265201	2022
37849548	2023
30387773	2018
33374800	2020
37460146	2023
33511508	2021
34278127	2021
38012128	2023
35842187	2023
36204777	2022
36872349	2023
32909075	2021
34046623	2021
39737965	2024
31779209	2019
37288324	2023
36838837	2023
31558605	2019
35153771	2021
36662906	2023
33266062	2020
36203087	2022
37941133	2023
36622452	2023
37166011	2023
33450249	2021
33230314	2020
34351135	2021
37192192	2023
32294882	2020
35291913	2022
37632009	2023
32671128	2019
36131022	2022
33906110	2021
38375951	2024
38170638	2024
34939934	2021
33123534	2020
35806224	2022
37396255	2023
35801494	2022
37429870	2023
36040645	2022
32375257	2020
34250313	2021
35984649	2022
32428396	2020
34358321	2021
33845569	2021
32019787	2020
36235822	2022
28006703	2017
38528922	2024
PPR205274	2020
33572566	2021
34995616	2022
27196927	2016
34806527	2021
36418288	2022
36702052	2023
36052162	2022
35013100	2022
29379285	2018
37251411	2023
37442828	2023
30081466	2018
32354867	2021
34648735	2021
36701425	2023
33043215	2020
33060295	2020
32907988	2020
36762857	2023
35056060	2021
PPR493639	2022
32575562	2020
32116673	2019
38045695	2023
32386086	2020
38852579	2024
38891079	2024
32929339	2020
37468504	2023
31293551	2019
38532439	2024
PPR599287	2023
33917117	2021
30478171	2019
34634067	2021
39964166	2025
35052728	2021
39231922	2024
32739551	2020
33783711	2021
35562182	2022
37262021	2023
37090428	2023
31581050	2019
38836810	2024
36077159	2022
36102516	2022
34704826	2021
PPR632280	2023
31986961	2020
34109608	2021
PPR263233	2021
28981720	2017
33450899	2021
33808760	2021
38152504	2023
35167974	2022
33439229	2021
39166458	2024
39085342	2024
34210257	2021
39367065	2024
36433039	2022
29899351	2018
36104101	2022
35243528	2022
34208492	2021
37042205	2023
26482842	2015
39329797	2024
29912982	2018
36613616	2022
35406384	2022
33806356	2021
34717971	2022
30814652	2019
35017512	2022
PPR496814	2022
36770653	2023
35574520	2022
39289580	2024
35567083	2022
32198532	2020
29956641	2018
35810153	2022
PMC11151152	2024
39749973	2025
34747114	2022
PPR793473	2024
31245723	2018
38340640	2024
33919647	2021
35239648	2022
28770934	2017
32065231	2020
33203916	2020
35408313	2022
38550682	2024
30643273	2019
31825195	2020
36299415	2022
39936406	2025
31638993	2019
34964713	2021
39748851	2024
34422817	2021
34205578	2021
33806251	2021
38783333	2024
31342590	2019
36143474	2022
37739936	2023
37638057	2023
37969735	2023
33085168	2020
32999380	2020
33533913	2021
36117290	2022
40061208	2024
36528064	2023
34099558	2021
37687259	2023
35800323	2022
33436675	2021
35867844	2022
33643309	2021
37322068	2023
39272901	2024
39399660	2024
31235521	2019
33771558	2021
32631408	2020
33692208	2021
35443068	2022
37802067	2023
38565806	2024
30171073	2018
28414290	2017
32223461	2020
31480504	2019
31052260	2019
39470281	2024
35013982	2022
32849614	2020
31323052	2019
37974959	2023
34795865	2021
30414125	2019
36755049	2023
34285211	2021
35850304	2022
32695116	2020
32042334	2020
39196196	2024
31973200	2020
29872739	2018
35946411	2022
35955724	2022
39499772	2025
31369601	2019
34102289	2021
36059505	2022
36084746	2022
31645128	2020
PPR467755	2022
32911481	2020
32636820	2020
38536914	2024
32774871	2019
35711430	2022
35344575	2022
36834827	2023
31796627	2020
31819010	2020
35110419	2022
28752073	2017
31319063	2019
36153364	2022
27759045	2016
37719381	2023
35269770	2022
PPR381016	2021
33067389	2020
PPR372070	2021
36633272	2023
PPR440206	2022
36659986	2022
38589574	2024
34477380	2021
36146831	2022
31009995	2019
28449373	2017
35053254	2022
38351061	2024
33372534	2021
36683846	2022
30292477	2019
35226042	2022
36894743	2023
33105833	2020
34977835	2022
32098111	2020
PPR306314	2021
36086898	2023
33669465	2021
34133466	2021
38206473	2024
33809416	2021
37833406	2023
38219014	2024
PPR439219	2022
30947724	2019
35912341	2022
PPR444661	2022
35227289	2022
34830225	2021
33906641	2021
32132173	2020
34313545	2021
30371853	2019
31092813	2019
35070167	2022
33158970	2020
36932164	2023
30822189	2019
37898403	2023
37914719	2023
39018397	2024
36526696	2022
PPR257908	2020
36902040	2023
33207549	2020
36622760	2023
35116174	2022
29558110	2018
37097833	2023
30736336	2019
35541642	2018
PPR412934	2021
35900183	2022
36042291	2023
30430004	2018
31235767	2019
29922279	2018
35231394	2022
32211211	2020
37339194	2023
36235052	2022
38007690	2023
38236046	2024
PPR277432	2021
36148231	2022
35545703	2022
35176290	2022
35423617	2021
36679407	2023
33644058	2021
27165692	2016
37671023	2023
32327257	2020
35873580	2022
35689424	2022
38238313	2024
34749200	2022
36761745	2023
33770364	2021
35955604	2022
35056947	2021
30357118	2018
30986614	2019
36499233	2022
39052065	2024
36364331	2022
34581668	2021
31479573	2020
34495656	2021
38068959	2023
35163338	2022
35353868	2022
32876064	2020
33995664	2021
29232483	2018
35227073	2022
31824483	2019
38366083	2024
27161875	2016
36678722	2022
36525925	2023
33493518	2021
31907284	2020
29373511	2018
27459050	2016
32420871	2020
34834161	2021
34537245	2021
34504501	2021
36355538	2022
35313337	2022
34900536	2021
27180234	2016
31719147	2019
33522809	2021
34671049	2021
36229446	2022
32274382	2020
32420773	2020
PMC11189570	2023
35403431	2022
33139328	2021
28104787	2017
34865653	2021
35137196	2022
35927235	2022
34066122	2021
40018054	2025
PPR557458	2022
38189237	2024
PPR791929	2024
32317283	2020
33893809	2021
34443969	2021
36052121	2022
28267202	2017
27442077	2016
37101566	2023
PPR359397	2021
37959998	2023
28613140	2017
29140786	2018
35917476	2022
37001147	2023
35760703	2022
36033923	2022
32353031	2020
36426238	2022
31530877	2019
31583777	2019
34393690	2021
32390308	2020
34035113	2021
34526551	2021
37705750	2023
36901737	2023
34774862	2021
39164758	2024
34799678	2021
PPR661147	2023
37172730	2023
38248769	2024
27621617	2016
29271608	2018
34566665	2021
PPR375002	2021
25253136	2015
36383954	2022
33288677	2021
32183296	2020
31213525	2019
PPR553058	2022
32313230	2020
26878776	2016
39940966	2025
34727262	2021
36070615	2022
35935964	2022
33843987	2021
34921141	2021
35738398	2022
37252343	2023
762848	2018
35494659	2022
31402780	2019
30974944	2019
35247611	2022
35755276	2022
35632499	2022
33398328	2021
34576184	2021
31175129	2019
30533574	2018
33223826	2020
31591414	2019
28744534	2017
35752625	2022
29259314	2017
35874946	2022
39165908	2024
30400226	2018
34728738	2021
26672456	2016
33713599	2021
31850311	2019
35273357	2022
33589747	2021
31214187	2019
29396435	2018
33377228	2021
35313057	2022
37211046	2023
29324332	2018
35467978	2022
39024436	2024
35448260	2022
32047209	2020
37470320	2024
36999023	2023
31513463	2020
36550321	2023
30530621	2019
30721414	2019
33917311	2021
35177602	2022
35778489	2023
36325615	2022
32980349	2020
30217822	2018
36742360	2022
39733452	2025
35786874	2022
33117741	2020
38571813	2024
35617879	2022
35990627	2022
PPR702630	2023
26423337	2016
37355687	2023
36677740	2023
IND605884577	2018
35917815	2022
35613320	2022
26821017	2016
35859167	2022
36343233	2022
33630870	2021
32342021	2020
36629268	2023
35622893	2022
33212871	2020
32076029	2020
31998697	2019
33923909	2021
32803886	2020
37770719	2023
34677626	2022
29549125	2018
39231214	2024
31905743	2019
36726762	2023
34197876	2021
35082148	2022
31436536	2019
26763114	2016
35154144	2022
37439550	2023
31874248	2020
27748583	2017
33300159	2021
PPR239475	2020
29180446	2018
27524303	2016
38045053	2023
34966954	2021
34426457	2021
36199277	2022
34540889	2021
32314787	2020
29731438	2018
29361749	2018
38396917	2024
31963646	2020
31325330	2020
28207776	2017
31727780	2020
36768218	2023
37406165	2023
35628602	2022
35216357	2022
35682935	2022
34499926	2021
30141624	2018
36044993	2022
28373990	2017
31525466	2020
34604457	2021
29695781	2018
35761082	2022
36566234	2022
PPR192072	2020
31801825	2020
30460991	2019
29180757	2017
37109494	2023
37243242	2023
33777934	2021
32744258	2020
38099276	2023
30455346	2019
34515347	2021
31622584	2019
29713337	2018
31388039	2019
32332765	2020
32817339	2020
35169113	2022
33266352	2020
32825419	2020
39193913	2024
31096619	2019
34713573	2022
33304785	2020
26874109	2016
32829514	2020
28791742	2017
34035235	2021
34368076	2021
34237284	2021
PPR335878	2021
32085430	2020
32753678	2020
35646522	2022
36170362	2022
PPR521563	2022
38952061	2024
PPR158109	2020
37651538	2023
32850867	2020
26961879	2016
37128610	2023
36202818	2022
PPR602365	2022
30829556	2019
38654141	2024
37686652	2023
32839442	2020
32994896	2020
35347133	2022
38469305	2024
38318109	2024
32824881	2020
37067909	2023
30371828	2018
37604832	2023
39567828	2025
31528791	2019
38052779	2023
38830098	2024
35514829	2019
35993818	2022
37100770	2023
PPR226091	2020
33761394	2021
38383515	2024
34947709	2021
33193881	2020
26040325	2015
33353972	2020
36445040	2022
32953162	2020
31997103	2020
33062184	2020
34230109	2021
36437109	2023
34322032	2021
37232876	2023
34452359	2021
37526354	2023
28326791	2017
39489734	2024
PPR474720	2022
31838765	2020
34158358	2021
33047409	2020
23665295	2014
29316712	2018
37101380	2023
38321026	2024
34114594	2021
35320275	2022
28400484	2017
31976323	2019
37894491	2023
35301432	2022
35894819	2022
28860930	2017
32396160	2020
29747487	2019
31046547	2019
30361439	2018
34822608	2021
32990725	2020
PPR505582	2022
32425936	2020
PPR466654	2022
37622870	2023
33930020	2021
39429933	2024
31544832	2019
34302489	2021
35101980	2022
36004308	2022
36586405	2023
33138051	2020
37146241	2023
32244346	2020
38528618	2024
25911431	2015
29229337	2018
31637232	2019
31215581	2019
35441046	2022
33920991	2021
PPR545398	2022
38045040	2023
35652039	2022
31120929	2019
36961978	2023
37762620	2023
27272460	2016
37405051	2023
37189434	2023
34734802	2021
29313073	2018
34655614	2021
37737124	2023
35328351	2022
29163485	2017
37537265	2023
32946175	2021
36357786	2022
32683733	2020
PPR425065	2021
38600086	2024
35602963	2022
34698072	2021
37586770	2023
35504921	2022
26869767	2016
29630683	2018
36555337	2022
31061684	2019
35657956	2022
30194080	2018
35790757	2022
34435951	2021
32321830	2020
36090450	2021
32842724	2021
35920558	2022
32435243	2020
31627265	2019
31319551	2019
31555252	2019
37866628	2023
33595296	2021
29573721	2018
36801384	2024
30733320	2019
35755282	2022
32492018	2020
35771946	2022
34232992	2021
36916912	2023
36580913	2023
31170247	2019
31646036	2019
PPR50380	2018
31719171	2019
35281106	2022
27016912	2016
29481596	2018
37217786	2023
31700025	2019
33224429	2020
34329335	2021
35682982	2022
33506341	2021
PPR338728	2021
27313224	2016
28026818	2016
37100904	2023
34570650	2021
37421949	2023
31572348	2019
28479601	2018
38249540	2024
36097006	2022
36551910	2022
38177131	2024
PMC9334999	2022
36980703	2023
32317661	2020
35581222	2022
35970386	2022
29452633	2018
37264229	2023
37891435	2023
26976213	2016
30763622	2019
33356170	2021
35851383	2022
34234994	2021
38435514	2024
30894413	2019
34484869	2021
32365857	2020
27113631	2016
38194459	2024
38288278	2023
26856457	2016
36369505	2022
38033141	2023
793816	2017
PPR832239	2024
33891944	2021
35805655	2022
36293051	2022
39236340	2024
38851078	2024
28209711	2017
28112000	2017
31807236	2020
29882937	2018
35763566	2022
34759313	2021
34192965	2021
PPR277638	2021
33256255	2020
32072477	2020
35294506	2022
32837872	2020
31758693	2020
36732659	2023
35281053	2022
PMC11209721	2024
35682540	2022
PPR548341	2022
31828182	2019
38274126	2024
36329006	2022
30355958	2018
30274157	2018
32702157	2020
34283224	2021
33163336	2020
28750536	2017
26469728	2016
31906437	2020
29695501	2018
34960695	2021
36044897	2022
35423271	2021
37353600	2023
34976071	2021
30728818	2018
29460836	2018
29228983	2017
27666481	2016
36614009	2022
34619770	2022
34096600	2021
34383389	2021
39973975	2025
33721246	2021
35811725	2022
33704770	2021
PPR496810	2022
30142169	2018
PPR159423	2020
30639387	2019
38116426	2023
PPR217789	2020
31033289	2019
28575050	2017
33793031	2021
35457257	2022
31383795	2019
34125535	2021
36428958	2022
36177035	2022
30838197	2019
38888519	2024
34235477	2020
35298903	2022
32080226	2020
38064524	2023
34386324	2021
28622976	2017
36400898	2023
29437149	2018
30283299	2018
32671946	2020
36179689	2022
39000719	2024
PPR474101	2022
35968270	2022
27819305	2016
30012950	2018
28747434	2017
33866583	2021
33397811	2021
31430418	2020
28717148	2017
31466086	2019
34301900	2021
38791080	2024
31613878	2019
29261728	2017
34230708	2021
28968499	2017
28345289	2017
35304547	2022
36203800	2022
39065810	2024
37925433	2023
33790888	2021
37063808	2023
37721934	2023
36777924	2023
35816699	2022
36341688	2022
38418820	2024
32326186	2020
35347138	2022
35079103	2022
37635626	2023
29584662	2018
31201062	2019
36801616	2023
36788124	2023
34389843	2021
36409896	2022
36983085	2023
30616545	2019
30765720	2019
37804113	2023
32032504	2020
30463988	2019
33057506	2020
30518413	2018
35241687	2022
22635097	2012
36792574	2023
37176074	2023
33928230	2020
29447234	2018
33731468	2021
34396059	2021
33228444	2020
28287509	2017
33924933	2021
28280245	2017
36639734	2023
33881594	2021
37047475	2023
29156626	2017
30777060	2019
29315611	2018
28125045	2017
36856747	2023
36746957	2023
36714956	2023
31072054	2019
31040673	2019
26636440	2015
26147997	2015
31636333	2019
29383361	2018
37047338	2023
29348620	2018
37156765	2023
33214833	2020
35056083	2021
31013333	2019
33533881	2021
33616097	2021
36854010	2023
36304483	2022
37162556	2023
36458200	2022
39907429	2025
32636304	2020
PPR175499	2020
33142793	2020
34141065	2021
35799805	2022
38774611	2024
32913273	2020
35359841	2022
29322650	2018
35598822	2022
31745227	2019
34230707	2021
37100783	2023
35327558	2022
37461319	2023
36697615	2022
30674550	2019
33684258	2021
34821753	2021
36267907	2022
32047112	2020
34819930	2021
36358660	2022
36077240	2022
34179075	2021
31899794	2020
29670067	2018
36289568	2022
31798685	2019
36202784	2022
35706949	2022
34693133	2021
37732588	2024
33633304	2021
32642409	2020
34725211	2021
33649747	2021
33816905	2020
34931005	2021
28972165	2017
35780545	2022
29030430	2017
32228860	2020
35562865	2022
37777801	2023
37063859	2023
PPR211792	2020
38054267	2023
36206404	2022
26521981	2016
30002427	2018
28376304	2017
35737298	2022
33902106	2021
36876764	2023
PMC10806162	2023
35709296	2022
31003488	2019
32780746	2020
37345226	2023
32710621	2020
31451761	2019
29626095	2018
34851659	2021
29491144	2018
36671891	2022
33422522	2021
38625739	2024
33190426	2021
33478164	2021
36976643	2023
35184132	2022
31171625	2019
34939405	2022
39081717	2024
35493857	2020
28935764	2017
27495870	2016
35318423	2022
32352272	2020
37364935	2023
35079041	2022
31085586	2019
30085373	2019
35590366	2022
32406921	2020
34816098	2021
33731362	2021
34256255	2021
33790315	2021
38095091	2023
PPR425917	2021
30792421	2019
38887559	2024
36791206	2023
34834389	2021
37646890	2023
32467317	2020
32187982	2020
34916658	2022
36519268	2023
38717140	2024
36250426	2022
32317282	2020
34209186	2021
38230295	2024
35740983	2022
35939683	2022
39781293	2025
33288783	2020
29233095	2017
35080426	2022
39261724	2024
38600610	2024
31558782	2020
33355667	2021
31949205	2020
30576379	2018
35278433	2022
28276481	2017
34967833	2021
PPR182306	2020
PPR391002	2021
34142050	2021
29340222	2017
34505164	2022
33396937	2020
28024998	2017
34543109	2021
26292018	2015
31980459	2020
34141086	2021
34280951	2021
27670790	2017
36679358	2023
31544894	2018
35493098	2022
39082816	2024
28463043	2017
36703993	2022
35351875	2022
33931897	2021
PPR231398	2020
35723342	2022
35150639	2022
30129399	2018
38025772	2023
35352878	2022
35197288	2022
35389227	2022
31956340	2020
37259024	2023
36112575	2022
34815498	2021
36385939	2022
35089308	2022
30703161	2019
38046181	2023
PPR176179	2020
32179627	2020
34211469	2021
33557379	2021
34060817	2021
28808021	2017
PPR576738	2022
30698806	2019
34201172	2021
35275729	2022
34665619	2022
39083418	2024
32612531	2020
37232495	2023
37521870	2023
34566977	2021
32913128	2020
33613547	2020
38272869	2024
32437351	2020
34606614	2022
PPR612087	2023
34867353	2021
36703453	2020
28687884	2017
27472340	2016
PPR441686	2022
32085628	2020
29499943	2018
29435416	2018
33539432	2021
29955873	2018
31427437	2019
28839458	2017
36188189	2022
36364261	2022
28413372	2016
36063994	2022
37478191	2023
30329215	2019
31455019	2019
33964305	2021
36156831	2022
PPR429969	2021
35304099	2022
39957901	2025
34856802	2021
34579212	2021
26485271	2015
36290935	2022
32110802	2020
38824166	2024
33376137	2021
26368334	2015
34910784	2021
27485813	2016
35768504	2022
29937991	2018
36275764	2022
35207518	2022
38950861	2024
33675846	2021
36979056	2023
27473774	2016
34816106	2021
36979026	2023
35103723	2022
30880264	2019
33948440	2021
PMC7219368	2020
38261825	2024
30038271	2018
28729648	2017
33235538	2021
PPR387200	2021
34387029	2021
38268188	2024
33335217	2020
34568316	2021
33658349	2021
34552091	2021
36029110	2022
31091334	2019
31101492	2019
35606349	2022
30189851	2018
30298002	2018
33002032	2020
34048779	2021
34291186	2021
33851758	2021
33949124	2021
PPR377038	2021
35408910	2022
39500897	2024
29661317	2018
30500985	2019
29375510	2017
36008940	2022
34577034	2021
35056098	2021
38486987	2024
39159293	2024
36290442	2022
31635932	2019
32167558	2020
PPR376541	2021
31942817	2020
31181988	2019
37708384	2023
36997624	2023
28710276	2017
33992645	2021
34435619	2021
38107390	2023
33592734	2021
37721709	2023
28142198	2017
35019574	2020
32728028	2020
32238802	2020
26873572	2016
35772405	2022
36416453	2023
35414267	2022
34630120	2021
31569768	2019
33491272	2021
27197693	2016
35020452	2022
36874272	2023
36703969	2022
PPR308676	2021
34729311	2021
36465535	2022
27734162	2017
33065543	2020
33062162	2020
31649846	2019
34032412	2021
27973422	2016
36944412	2023
37927561	2023
PPR340921	2021
36352079	2022
32807968	2020
PPR252795	2020
37375796	2023
35663966	2022
35238654	2022
PPR444920	2022
30988762	2019
31745120	2019
38123680	2024
35247389	2022
36831988	2023
34207233	2021
32987938	2020
25712695	2015
34628863	2021
26213979	2015
35007758	2022
36290995	2022
35917925	2022
32164213	2020
30765716	2019
32528281	2020
32546687	2020
30046057	2018
31315662	2019
37867971	2023
32647013	2020
32550998	2020
27328612	2016
35211511	2022
33081166	2020
35460633	2022
29237730	2018
30017564	2018
29374167	2018
27173568	2016
37403876	2023
31692473	2019
34696351	2021
31776263	2019
34069226	2021
35047892	2020
33683787	2021
28881653	2017
32156064	2020
36726195	2023
30419818	2018
35888425	2022
32963940	2020
36493785	2022
34460338	2021
32197571	2021
29896599	2018
36872366	2023
PPR193008	2020
30765704	2019
38968120	2024
32295901	2020
33659550	2020
34579739	2021
34452246	2021
35495226	2020
34109181	2021
29772712	2018
33515807	2021
29784860	2018
33020664	2021
36758803	2023
36583735	2023
36736512	2023
24266418	2013
25190091	2015
30130444	2018
34375715	2021
30348128	2018
35222445	2022
28019676	2017
36894702	2023
PPR256131	2020
33855284	2021
29283194	2018
32518267	2020
35699567	2022
30104245	2018
30050897	2018
35011681	2021
32731418	2020
34550550	2022
PPR237489	2020
30297860	2018
27727183	2016
37702366	2023
31594997	2019
36302916	2022
36374050	2022
24449454	2014
34750399	2021
31455634	2019
29562282	2018
34722988	2021
37353565	2023
24375583	2014
37940661	2023
29856130	2018
36090049	2022
27401412	2016
32554613	2020
25599664	2015
26652315	2016
33033332	2020
26927197	2016
35706035	2022
37758868	2023
31882544	2020
33436903	2021
31633908	2019
33074657	2020
34960439	2021
32294099	2020
27013338	2016
34068666	2021
29030601	2017
34205013	2021
36297655	2022
34830000	2021
38523189	2024
36744954	2023
34438443	2021
32977599	2020
27422671	2016
31422747	2019
35477022	2022
33495714	2021
32144206	2020
35609743	2022
28983056	2017
37086273	2023
35050643	2022
31776278	2020
33525578	2021
28973640	2017
31089365	2019
33953265	2021
35247355	2022
30347726	2018
33197333	2021
30976093	2019
37147801	2023
38698940	2024
35953030	2022
30052312	2018
29784838	2018
33637878	2021
34379382	2021
30472117	2019
27533458	2016
36883182	2022
35910795	2022
33920014	2021
37969742	2023
31412626	2019
32172658	2020
26100808	2015
33806887	2021
30312318	2018
35298559	2022
35928815	2022
36126115	2022
38256226	2024
31593433	2019
30111763	2018
36255327	2022
31452509	2019
35449588	2022
29795359	2018
27593869	2016
35970844	2022
PPR173490	2020
31063493	2019
37019335	2023
33738065	2021
27494523	2016
34301293	2021
34316015	2021
34944495	2021
25691069	2015
34513118	2021
PPR846417	2024
27112452	2016
39915004	2025
35562647	2022
36629048	2023
32467316	2020
38614093	2024
31805991	2019
PPR215806	2020
29523691	2018
PPR315508	2021
28867795	2017
PPR231554	2020
27794518	2016
37191233	2023
27994103	2017
36432709	2022
36510147	2022
31777319	2020
32774200	2020
27739542	2016
31779513	2020
27067541	2016
34512662	2021
32182250	2020
35718590	2022
33759207	2022
34732330	2022
PPR395815	2021
34712919	2021
39634607	2024
30710193	2019
29182552	2017
30204750	2018
33852996	2021
27338340	2016
30973679	2019
26962873	2016
32027361	2020
38915206	2024
37306579	2023
35293276	2022
32934769	2020
35041415	2022
35884244	2022
36202993	2022
33514686	2021
31171716	2019
25538244	2015
28531146	2017
35192429	2022
37206388	2023
34827607	2021
26917722	2016
34581598	2021
35789855	2022
35685926	2022
32183067	2020
PPR350071	2021
36136560	2022
31552043	2019
30177739	2018
33136526	2020
38597656	2024
32203491	2020
29253024	2017
36693849	2023
37013935	2023
27365221	2016
28592487	2017
32414194	2020
30550367	2019
33670077	2021
31877825	2019
28957416	2017
31413267	2019
28801460	2017
PPR569256	2022
33488826	2021
27749918	2016
31367507	2019
32722255	2020
36761059	2023
28235411	2017
30126436	2018
28993633	2017
24915639	2014
35891248	2022
37051245	2023
30067422	2018
30730999	2019
34200473	2021
28130417	2017
31348785	2019
37816743	2023
31332296	2020
33288780	2020
37275459	2023
29945974	2018
34207911	2021
33812994	2021
36746510	2023
28498321	2017
36333470	2022
29944882	2018
35866481	2022
35003132	2021
35677308	2022
34385421	2021
36342276	2022
34273353	2021
34577606	2021
35292770	2022
32499371	2020
34168071	2021
31081236	2019
33686143	2021
28522812	2017
35738683	2022
31782893	2020
29755460	2018
32435424	2020
31700036	2019
34197737	2021
30037753	2018
34298682	2021
25793408	2015
35874498	2022
34561536	2021
33335073	2021
33315937	2020
34599176	2021
38591056	2024
28430104	2017
33512005	2021
34201323	2021
31395659	2019
32816088	2021
29736301	2018
28671821	2017
39002130	2024
33844535	2021
